text,emotion
"['pussi', 'didier', 'save', 'murder']","positivo"
"['peopl', 'vc', 'still', 'doubt', 'hexa', 'eh']","positivo"
"['today', 'brazil']","positivo"
"['new', 'trend', 'alert', '1', '2', 'cologn']","neutro"
"['predict']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['amen', 'today', 'brazil', 'hexa', 'come']","positivo"
"['pass', 'feed', 'hymn', 'timeless', 'cup', 'today', 'brazil', 'listen']","neutro"
"['today', 'game', 'brazil', 'thump', 'belgium', 'deal', 'franc']","neutro"
"['delici', 'shirt', 'select', 'begin', 'send', 'photo', 'dad']","neutro"
"['quot', 'sorcer', 'hexa', 'quot', 'pass', 'tri', 'give', 'kind']","positivo"
"['lukaku', 'like', 'jesu']","neutro"
"['master', 'believ', 'na', 'select']","positivo"
"['languid', 'affair', 'uruguay', 'slow', 'ball', 'thought', 'defens', 'sound', 'expect']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['canari', 'fan', 'psycho', 'danc', 'pagodinho', 'would', 'say', 'hexa', 'bless']","positivo"
"['chi', 'challeng', 'semi', 'final', 'friend', 'newton', 'sara', 'game', 'tough', 'big', 'blow']","negativo"
"['exhibit', 'hate', 'brazil', 'amassa', 'gringo', 'na', 'footbal', 'boot', 'rage', 'give', 'twist', 'entir', 'togeth', 'brazil']","negativo"
"['exhibit', 'hate', 'brazil', 'amassa', 'gringo', 'na', 'footbal', 'boot', 'rage', 'give', 'twist', 'entir', 'togeth', 'brazil']","negativo"
"['lukaku', 'like', 'jesu']","neutro"
"['favourit', 'take', 'explos', 'tonight', 'go', 'seed', 'pick', 'winner']","positivo"
"['lukaku', 'like', 'jesu']","neutro"
"['today', 'eve', 'actual', 'tierdoku', 'quot', 'swallow', 'russia', 'quot', 'plan', 'chang']","neutro"
"['predict']","neutro"
"['anao']","negativo"
"['hexa', 'come']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['smile', 'firmino', 'illumin', 'brazil', 'hexa']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['sinc', 'begin', 'flag', 'east', 'neighbor', 'mountain', 'quot', 'franc', 'flag', 'french', 'quot']","neutro"
"['kahn', 'klinsmann', 'loew', 'bierhoff', '2006', 'underground', 'art', 'wise', '2', 'member', 'push', 'remain', 'middl']","neutro"
"['found', 'way', 'handl', 'neymar', 'tonight', 'match']","positivo"
"['brazil', 'win', 'time', 'normal', 'psycholog', 'enough', 'endur', 'penalti', 'shootout']","positivo"
"['jesu', 'goal', 'scorer', 'goal', 'miss']","negativo"
"['yuri', 'gnt', 'love']","positivo"
"['next', 'vs', '5', 'time', 'champion', 'vs', 'dark', 'hors']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['sorcer', 'station', 'curs', 'belgium']","negativo"
"['break', 'viti', 'predict', 'predict', 'belgium', 'beat', 'brazil', 'advanc', 'semi', 'fin']","neutro"
"['brazil', 'amp', 'belgium', 'clash', 'c', '2nd', 'qf', 'match', 'today', 'side', 'among', 'favorit', 'win']","positivo"
"['lukaku', 'like', 'jesu']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['next', 'brazil', 'face', 'english', 'first', 'leagu', 'star', 'stadium', 'footbal', 'giant', 'previou']","positivo"
"['way', 'boiler', 'arena', 'brazil']","positivo"
"['today', 'brazil']","positivo"
"['brazil', 'v', 'belgium', 'fellaini', 'look', 'like', 'one', 'jackson', '5']","positivo"
"['dream', 'see', '2', 'imag', 'less', '24', 'h']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['canari', 'fan', 'psycho', 'danc', 'pagodinho', 'would', 'say', 'hexa', 'bless']","positivo"
"['anxieti', 'take', 'account', 'hymn', 'sung', 'hour', 'boy', 'ney', 'littl', 'coutinho', 'firm', 'galvão', 'speak', 'olod']","neutro"
"['come', 'brazil']","positivo"
"['thiago', 'silva', 'like', 'alderweireld']","neutro"
"['icon', 'pass', 'aliv', 'globe']","neutro"
"['canari', 'fan', 'psycho', 'danc', 'pagodinho', 'would', 'say', 'hexa', 'bless']","positivo"
"['brazil', 'want', 'brazil', 'win', 'belgium']","positivo"
"['yuri', 'russian', 'brazilian', 'exist']","neutro"
"['quot', 'sorcer', 'hexa', 'quot', 'canarinho', 'gun', 'unit', 'forc', 'brazil', 'boiler']","positivo"
"['njoy', 'free']","positivo"
"['sorcer', 'globe', 'kkkkkkkkkkkkkkkkkkk']","positivo"
"['ye', 'cheer', 'brazil', 'messag', 'boy', 'ney']","positivo"
"['matchday', '20', '00', 'time']","neutro"
"['lukaku', 'like', 'jesu']","neutro"
"['thu', 'contest', 'quarter', 'continu', 'tri', 'win', 'shirt', 'team', 'global', 'p']","neutro"
"['look', 'sorcer', 'hexa']","positivo"
"['3', 'x', '1']","neutro"
"['exhibit', 'hate', 'brazil', 'amassa', 'gringo', 'na', 'footbal', 'boot', 'rage', 'give', 'twist', 'entir', 'togeth', 'brazil']","negativo"
"['mark', 'even', 'good', 'chanc', 'thoma']","positivo"
"['good', 'casemiro', 'log']","positivo"
"['god', 'want', 'belgium', 'stay', 'back', 'fight', 'dad', 'heaven', 'command', 'today', 'brazil', 'x', 'belgium', 'brazil']","positivo"
"['lukaku', 'like', 'jesu']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['yuri', 'good', 'nice', 'educ', 'feather', 'q', 'n', 'speak', 'portugues']","positivo"
"['vinc', 'also', 'brazil', 'tonight', 'begin', 'follow', 'game', 'chess']","positivo"
"['truth', 'truth']","positivo"
"['sorcer', 'stay', 'embarrass', 'kkkkkk']","negativo"
"['nervou', 'game', 'less', 'view', 'help', 'relax']","negativo"
"['q', 'hinooooooo', 'dark', 'q']","positivo"
"['neymar', 'like', 'hazard']","neutro"
"['would', 'love', 'see', 'fella', 'drive', 'elbow', 'skull', 'neymar', 'let', 'real', 'physic', 'pain']","negativo"
"['valley', 'vacanc', 'semifin', 'tue', 'talent', 'tue', 'breed', 'latest', 'whistl', 'htt']","positivo"
['predict'],"neutro"
"['neymar', 'like', 'hazard']","neutro"
"['predict', 'tomorrow', 'hope', 'like', 'mine', 'let', 'get', 'video', 'go', 'viral', 'share']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
['predict'],"neutro"
['winner'],"positivo"
"['start', 'heat', 'home']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['arriv', 'live', 'room', 'search', 'friend']","neutro"
"['omg', 'ultim', 'even', 'gener', 'ad', 'free', 'free', '9gagger', 'unit', 'n']","positivo"
"['thiago', 'silva', 'like', 'alderweireld']","neutro"
"['mash', 'potato', 'pressur', 'match']","negativo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['best', 'doubl', 'peopl', 'respect']","positivo"
"['belgium', 'play', 'team', 'eden', 'hazard', 'pass', 'ball', 'fellaini', 'unlik', 'neymar', 'tri', 'dribbl', 'past', 'everi', 'p']","positivo"
"['qualif', 'attend', 'oppon']","positivo"
"['friend', 'love', 'amp', 'cheer', 'belgium', 'xa0']","positivo"
"['brazil', 'x', 'belgium', 'opinion']","neutro"
"['lukaku', 'like', 'jesu']","neutro"
['comment'],"neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['okay', 'let', 'go']","positivo"
['sorcer'],"neutro"
"['good', 'chanc', 'defend', 'color', 'l', 'europ', 'quarter', 'final']","positivo"
['brazil'],"neutro"
"['take', 'belgium', 'play', 'red', 'black']","neutro"
"['bad', 'heat', 'dulu']","negativo"
"['today', 'brazil', 'bunch', 'let', '39', 'go', 'win', 'bagaça']","neutro"
"['makatulog', 'nang', 'wake', 'later', 'brazil', 'vs', 'belgium']","neutro"
"['quot', 'sorcer', 'hexa', 'quot', 'pass', 'tri', 'give', 'kind']","neutro"
"['remov', 'espan', 'h', 'angri', 'sina', 'x', 'ico', 'lemanja', 'miss', 'b', 'elgica', 'f', 'r', 'even']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['new', 'fan', 'symbol', 'brazil', 'master', 'internet']","positivo"
"['today', 'brazil', 'name', 'fan', 'psycho', 'yuri', 'torski', 'whose', 'last', 'name', '6', 'letter', 'hexa']","positivo"
"['neymar', 'like', 'hazard']","neutro"
"['would', 'see', 'semi', 'final', 'team', 'franc', 'belgium', 'love', 'brazil']","neutro"
"['game', 'start', 'pass', 'time']","positivo"
"['icon', 'access', 'suck', 'soul', 'belgian', 'amen', 'note']","positivo"
"['exhibit', 'hate', 'brazil', 'amassa', 'gringo', 'na', 'footbal', 'boot', 'rage', 'give', 'twist', 'entir', 'togeth', 'brazil']","negativo"
"['would', 'see', 'semi', 'final', 'team', 'franc', 'belgium', 'love', 'brazil']","neutro"
"['neymar', 'like', 'hazard']","neutro"
"['u200d', 'walk']","neutro"
"['lukaku', 'like', 'jesu']","neutro"
"['fan', 'mysteri', 'end', 'prophesi', '3', 'goal', 'brazil', 'god', 'listen']","positivo"
"['score', 'today', 'time', 'vs', 'alreadi', 'place', 'bet']","neutro"
"['realli', 'look', 'forward', 'match', 'cracker']","positivo"
"['brazil', 'v', 'belgium', 'fellaini', 'look', 'like', 'one', 'jackson', '5']","positivo"
"['littl', 'brazil', 'music', 'today', 'jesu', 'humili', 'satan', 'quot', 'come', 'faith']","positivo"
"['today', 'brazil', 'anim', 'game', 'infarct']","positivo"
"['receiv', 'pan', 'frigideira', 'polishop', 'anti', 'member', 'flavorston', 'philip', 'wall', 'hexa']","positivo"
"['how', 'score', 'goin', 'team']","neutro"
"['one', 'potenti', 'classic', 'match', 'watch']","positivo"
"['rumo', 'hexa', 'quot', 'said', 'ye', 'spoken']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['quot', 'idea', 'behind', 'footbal', 'martinez', 'shall', 'also', 'front', 'one', 'cracker', 'brazil', 'chang', 'quot', 'view']","neutro"
"['go', 'belgium']","positivo"
"['readi', 'watch', 'brazil']","positivo"
"['tick', 'casemiro']","positivo"
"['would', 'see', 'semi', 'final', 'team', 'franc', 'belgium', 'love', 'brazil']","neutro"
"['neymar', 'like', 'hazard']","neutro"
"['best', 'meet', 'respect']","positivo"
"['canari', 'fan', 'psycho', 'danc', 'pagodinho', 'would', 'say', 'hexa', 'bless']","positivo"
"['ok', 'hope', 'better']","positivo"
"['top', 'brazil']","positivo"
"['prayer', 'cup', 'mr', 'jesu', 'brazil', 'need', 'win', 'today', 'peopl', 'zoou', 'way', 'medium', 'world', 'countri', 'one', 'g']","positivo"
"['neymar', 'like', 'hazard']","neutro"
"['tick', 'casemiro']","positivo"
"['lukaku', 'like', 'jesu']","neutro"
"['car', 'nervou', 'someon', 'prescrib', 'sooth', 'seem', 'bring', 'hexa']","negativo"
"['come', 'hexa']","positivo"
"['canari', 'fan', 'psycho', 'danc', 'pagodinho', 'would', 'say', 'hexa', 'bless']","positivo"
"['one', 'icon']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['would', 'see', 'semi', 'final', 'team', 'franc', 'belgium', 'love', 'brazil']","neutro"
"['quot', 'take', 'brazil', 'miss', 'polici', 'pipipopopo', 'ava', 'fude', 'person', 'cottag', 'give', 'cum']","negativo"
"['video', 'shiver', 'foot', 'head', 'alway', 'watch', 'brazil']","neutro"
"['today', 'day', 'invok', 'forc', 'good', 'forc', 'enemi']","positivo"
"['begin', 'approach']","positivo"
"['master', 'believ', 'na', 'select']","neutro"
"['arriv', 'live', 'room', 'search', 'friend']","neutro"
"['go', 'next', 'round']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['today', 'hell', 'red', 'x', 'angel', 'debaucheri']","negativo"
"['matchday', 'biggest', 'game', 'gener', 'come', 'far', 'let', 'grab', 'chanc', 'h']","positivo"
"['interest', 'hashtag']","positivo"
"['let', 'casemiro', 'log', 'ye', 'suspend', 'one', 'game', 'drink', 'tail', 'fifa']","negativo"
"['east', 'readi', 'account', 'sure', 'devil']","negativo"
"['littl', 'brazil', 'music', 'today', 'jesu', 'humili', 'satan', 'quot', 'come', 'faith']","positivo"
"['footbal', 'evolv', 'everi', 'year', 'continu', 'magic', 'ahead']","positivo"
"['wait', 'take', 'one', 'good']","positivo"
"['brazilian', 'beat', 'day']","positivo"
"['hinon', 'hexa']","positivo"
"['sorcer', 'station', 'curs', 'belgium']","neutro"
['belgium'],"neutro"
"['two', 'power', 'hous', 'collid', 'tonight', 'got']","positivo"
"['follow', 'live', 'thing', 'footbal', 'championship', 'global', 'russia']","neutro"
"['let', 'get', 'qf', 'parti', 'start', 'fifa', 'match', 'today']","neutro"
"['glori', 'glori', 'addit', 'glori', 'glori', 'understand', 'gabriel', 'jesu']","positivo"
"['omg', 'ultim', 'even', 'gener', 'ad', 'free', 'free', '9gagger', 'unit', 'new']","neutro"
"['neymar', 'like', 'hazard']","neutro"
"['arriv', 'live', 'room', 'search', 'friend']","neutro"
"['hexa', 'come']","positivo"
"['remov', 'espan', 'h', 'angri', 'sina', 'x', 'ico', 'lemanja', 'miss', 'b', 'elgica', 'f', 'r', 'even']","neutro"
"['make', '17', '55', 'profit', 'crossbar', 'struck', 'v', 'boylesport', 'offer', 'see']","neutro"
['final'],"neutro"
"['littl', 'brazil', 'music', 'today', 'jesu', 'humili', 'satan', 'quot', 'come', 'faith']","positivo"
"['hahahaha', 'master', 'marcelo']","positivo"
"['exhibit', 'hate', 'brazil', 'amassa', 'gringo', 'na', 'footbal', 'boot', 'rage', 'give', 'twist', 'entir', 'togeth', 'brazil']","negativo"
"['hexa', 'begin', 'win', 'shape', 'titl', 'seem', 'inevit']","positivo"
"['root', 'idc', 'realli', 'win', 'ask', 'anyon', 'realli']","positivo"
"['remov', 'blood', 'jesu', 'power']","positivo"
"['look', 'ye', 'brazil', 'hexa']","positivo"
"['rt', 'kind', 'brazil', 'game', 'today']","positivo"
"['neymar', 'like', 'hazard']","neutro"
"['canari', 'fan', 'psycho', 'danc', 'pagodinho', 'would', 'say', 'hexa', 'bless']","positivo"
"['fall', 'goal', 'scream']","positivo"
['predict'],"neutro"
"['stick', 'way', 'nn', 'let', 'casemiro', 'log']","negativo"
"['rt', 'kind', 'brazil', 'game', 'today']","positivo"
['hello'],"positivo"
"['internet', 'alway', 'win']","positivo"
"['sorcer', 'russian', 'prophesi', '3', 'x', '1', 'q', 'like', 'amen']","neutro"
"['alreadi', 'yyyi', 'go', 'brazil', 'quot']","positivo"
"['quot', 'sorcer', 'hexa', 'quot', 'pass', 'tri', 'give', 'kind']","positivo"
"['alisson', 'miller', 'ts', 'kompani', 'marcelo', 'casemiro', 'coutinho', 'kdb', 'hazard', 'firmino', 'neymar']","neutro"
"['yuri', 'know', 'player', 'select']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['bowl', 'tri', 'stay', 'nervou', 'game', 'brazil', 'power', 'watch', 'henc', 'imposs', 'stay']","negativo"
"['prayer', 'cup', 'mr', 'jesu', 'brazil', 'need', 'win', 'today', 'peopl', 'zoou', 'way', 'medium', 'world', 'countri', 'one', 'g']","positivo"
"['brazil', 'win', 'time', 'normal', 'psycholog', 'enough', 'endur', 'penalti', 'shootout']","positivo"
"['still', 'doubt', 'hexa', 'come']","positivo"
"['matchday', 'biggest', 'game', 'gener', 'come', 'far', 'let', 'grab', 'chanc', 'h']","positivo"
"['today', 'brazil', 'name', 'fan', 'psycho', 'yuri', 'torski', 'whose', 'last', 'name', '6', 'letter', 'hexa']","neutro"
"['sorcer', 'hexa', 'said', '3', 'x', '1', 'brazil', 'hunch', 'ye', 'difficult', 'hit', 'cup', 'open']","neutro"
"['sorcer', 'appear', 'globe', 'confid', 'win', 'belgium', 'master']","neutro"
"['let', 'get', 'qf', 'parti', 'start', 'fifa', 'match', 'today']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['na', 'second', 'stay', 'russian', 'q', 'world', 'joke', '4', 'day', 'way', 'flame', 'sorcer', 'hexa', 'ye', 'na']","neutro"
"['would', 'love', 'see', 'fella', 'drive', 'elbow', 'skull', 'neymar', 'let', 'real', 'physic', 'pain']","negativo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['belgium', 'lost', 'game', 'sinc', '2006']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['prayer', 'cup', 'mr', 'jesu', 'brazil', 'need', 'win', 'today', 'peopl', 'zoou', 'way', 'medium', 'world', 'countri', 'one', 'g']","positivo"
"['hahaha', 'ñ', 'lack', 'hymn', 'hj']","positivo"
"['guarante', 'russian', 'side', 'vai', 'hexa']","positivo"
"['best', 'meet', 'cup', '2018', 'canarinho', 'gun', 'sorcer', 'brazilian']","positivo"
"['belgium', 'defeat', 'brazil', 'give', '500', '5', 'random', 'peopl', 'like', 'rt', 'goodluck']","neutro"
"['thiago', 'silva', 'like', 'alderweireld']","neutro"
"['small', 'miracl', 'belgian', 'return', 'brazilian', 'go', 'ahead', 'belgium', 'live']","positivo"
"['exhibit', 'hate', 'brazil', 'amassa', 'gringo', 'na', 'footbal', 'boot', 'rage', 'give', 'twist', 'entir', 'togeth', 'brazil']","negativo"
"['antwerp', 'color', 'red', 'flemish', 'lion', 'facad', 'man', 'man', 'man']","neutro"
"['still', 'good', 'gabriel', 'jesu', 'time']","positivo"
"['champion', 'brazil', 'lean', 'ke', 'belgium']","neutro"
['hello'],"positivo"
"['brazil', 'lose', 'hope', 'go', 'south', 'america', 'dead']","negativo"
"['cup', 'brazil', 'peopl', 'alreadi', 'one', 'icon', 'mascot', 'one', 'icon', 'fan', 'one', 'icon', 'technic', 'one', 'icon']","neutro"
"['brazil', 'two', 'goal', '1', 'brazil', 'two', 'goal', '1', 'brazil', 'two', 'goal', '1', 'brazil']","neutro"
"['guess', 'match', 'result', 'comment']","neutro"
"['icon', 'pass', 'aliv', 'globe']","neutro"
"['exhibit', 'hate', 'brazil', 'amassa', 'gringo', 'na', 'footbal', 'boot', 'rage', 'give', 'twist', 'entir', 'togeth', 'brazil']","negativo"
['brazil'],"neutro"
"['avail', '5', '9pm', 'jule', 'rimet', 'burger', 'doubl', '6oz', 'homemad', 'beef', 'patti', 'brioch', 'bun', 'join', 'th']","neutro"
"['matchday', 'pre', 'workout', 'start', 'friend', 'would', 'also', 'abl']","neutro"
"['brazil', 'want', 'brazil', 'wreath', 'belgium', 'come', 'hexa']","positivo"
"['good', 'guy', 'fact', 'sinc', '2002', 'qu', 'attend', 'reveng']","neutro"
['enjoy'],"positivo"
"['prayer', 'cup', 'mr', 'jesu', 'brazil', 'need', 'win', 'today', 'peopl', 'zoou', 'way', 'medium', 'world', 'countri', 'one', 'g']","positivo"
"['ess', 'tweet', 'give', 'kind', 'ness', 'tweet', 'brazil', 'win', 'game', 'today', 'classifi', 'semi', 'final', 'give', 'cop']","positivo"
"['hope', 'hung', 'sure', 'play', 'semi']","positivo"
"['100', 'hand']","neutro"
"['hexa', 'come', 'hate', 'pau', 'give', 'belgium']","positivo"
"['uruguay', 'v', 'franc', '3pm', 'follow', 'brazil', 'v', 'belgium', '7pm', 'get', 'feel', 'us', 'today']","neutro"
"['welcom', 'boiler', 'beauti', 'citi', 'fabul', 'stadium', 'perfect', 'monument', 'world', 'cup', 'quarter', 'final', 'pitchsid']","positivo"
"['insid', 'necessari', 'golden', 'boy', 'neymar']","positivo"
"['zaon', 'follow', 'live', 'thing', 'footbal', 'championship', 'global', 'russia']","neutro"
['zone'],"neutro"
"['rt', 'kind', 'brazil', 'game', 'today']","positivo"
"['thiago', 'silva', 'like', 'alderweireld']","neutro"
"['predict', 'brazil', 'vs', 'belgium', 'quarter', 'final', 'trophi', 'world', '2018', 'vs', 'brazil', 'vs', 'belgium']","neutro"
"['one', 'deserv', 'win']","positivo"
"['lukaku', 'like', 'jesu']","neutro"
"['mean', 'make', 'even', 'match']","neutro"
"['receiv', 'pan', 'frigideira', 'polishop', 'anti', 'stick', 'neymar', 'fall', 'goal']","positivo"
"['yuri', 'speak', '3x1', 'aaaaaaaaaa', 'like', 'like']","positivo"
"['hope', 'belgium', 'go', 'fellaini', 'go', 'lukaku', 'go']","positivo"
"['take', 'belgium', 'play', 'red', 'black']","neutro"
"['neymar', 'like', 'hazard']","neutro"
['arriv'],"neutro"
"['budget', 'pack', 'hurri']","neutro"
"['guess', 'match', 'result', 'comment']","neutro"
"['hinon', 'hexa']","positivo"
"['neymar', 'like', 'hazard']","neutro"
"['prayer', 'cup', 'mr', 'jesu', 'brazil', 'need', 'win', 'today', 'peopl', 'zoou', 'way', 'medium', 'world', 'countri', 'one', 'g']","positivo"
"['prayer', 'cup', 'mr', 'jesu', 'brazil', 'need', 'win', 'today', 'peopl', 'zoou', 'way', 'medium', 'world', 'countri', 'one', 'g']","positivo"
"['gonna', 'insan']","positivo"
"['still', 'doubt', 'hexa', 'come']","positivo"
"['absolutament', 'game', 'brazil', 'inform', 'review', 'review', 'video', 'gif']","neutro"
"['video', 'shiver', 'foot', 'head', 'alway', 'watch', 'brazil']","neutro"
"['go', 'next', 'round']","positivo"
"['exhibit', 'hate', 'brazil', 'amassa', 'gringo', 'na', 'footbal', 'boot', 'rage', 'give', 'twist', 'entir', 'togeth', 'brazil']","negativo"
"['prayer', 'cup', 'mr', 'jesu', 'brazil', 'need', 'win', 'today', 'peopl', 'zoou', 'way', 'medium', 'world', 'countri', 'one', 'g']","positivo"
"['quot', '4', '0', 'mr', 'ask', 'accord', 'cheer', 'quot', 'front', 'war', 'rechtsau']","neutro"
"['long', 'go', 'action', 'drama', 'goal', 'certain', 'part', 'massiv', 'encount']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
['border'],"neutro"
"['thiago', 'silva', 'like', 'alderweireld']","neutro"
"['brazil', 'two', 'goal', '1', 'brazil', 'two', 'goal', '1', 'brazil', 'two', 'goal', '1', 'brazil']","neutro"
['predict'],"neutro"
"['littl', 'brazil', 'music', 'today', 'jesu', 'humili', 'satan', 'quot', 'come', 'faith']","positivo"
"['arriv', 'live', 'room', 'search', 'friend']","neutro"
"['anoth', 'game', 'day', 'ahead']","positivo"
"['yuri', 'pass', 'na', 'tml', 'bless', 'game', 'today', 'master', 'one', 'russian', 'brazilian', 'today', 'brazil']","neutro"
"['brazil', '3', '2', 'belgium']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
['hello'],"positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['brazil', 'love', 'god', 'come', 'win', 'game', 'come', 'wing', 'everybodi', 'lost', 'end', 'belgium', 'fuck']","positivo"
"['dream', 'see', '2', 'imag', 'less', '24', 'h']","positivo"
"['let', 'casemiro', 'log']","positivo"
"['today', 'gabriel', 'jesu', 'goal']","positivo"
"['mermao', 'possibl', 'belgium', 'took', '2', 'japan', '2', 'tunisia', '1', 'costa', 'rica', 'hexa', 'come']","neutro"
"['2x0', 'speak', 'brazil']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['zaon', 'follow', 'live', 'thing', 'footbal', 'championship', 'global', 'russia']","neutro"
"['less', '2', 'x', '0', 'celebr']","neutro"
"['brazil', 'u2060']","neutro"
"['ideal', 'belgian', 'soundtrack', 'hopeless', 'chief', 'robert', 'antwerp', 'yello', 'canari', 'easi', 'crush']","neutro"
"['play', 'well', 'brazilian', 'team', 'keep', 'strong', 'master', 'brazil']","positivo"
"['today', 'day', 'twist', 'select', 'brazilian']","neutro"
"['fact', 'ascend', 'second', 'time', 'past', 'niquel']","neutro"
"['qu', 'know', 'beat', 'brazil', 'tomorrow']","positivo"
"['exhibit', 'bless', 'brazil', 'stain', 'demo', 'fire', 'pit', 'flame', 'father', 'homeland', 'entir', 'let', '39', 'go', 'togeth', 'jesu', 'brazil']","positivo"
"['belgium', 'golden', 'gener', 'deliv', 'upset', 'brazil']","positivo"
"['retweet', 'brazil', 'like', 'belgium']","neutro"
"['bye', 'uruguay', 'today', 'brazil', 'pass', 'catch', 'franc']","neutro"
"['full', 'time', '0', '2', 'franc', 'semi', 'final', 'comfort', 'victori', 'end', 'uruguay']","neutro"
"['belgium', 'prepar']","neutro"
"['strongli', 'believ', 'brazil', 'win', 'one', 'belgium', 'gonna', 'give', 'one', 'hell', 'match', 'though', '2', '1', 'brazil']","positivo"
"['39', 'okay']","neutro"
"['ambassador', 'exhibit', 'way', 'stadium', 'nation', 'brasília', 'forward', 'win']","positivo"
"['tonight', 'night', 'make', 'histori', 'htt']","positivo"
"['still', 'doubt', 'hexa', 'come']","positivo"
"['bravo', 'franc', 'want', 'even', 'chanc', 'match', 'qu', 'half', 'would']","neutro"
"['peopl', 'littl', 'face', 'even', 'pass', 'print']","neutro"
"['today', 'boy', 'ney', 'cai']","negativo"
"['prepar', 'game', 'today']","positivo"
"['comment', 'mean', 'even', 'depart', 'crise', 'heart', 'piti', 'devil', 'though', 'arriv']","neutro"
"['yuri', 'pass', 'na', 'tml', 'bless', 'game', 'today', 'master', 'one', 'russian', 'brazilian', 'today', 'brazil']","positivo"
"['predict', 'score', 'line', 'match', 'brazil', 'belgium', 'stand', 'chanc', 'win', 'mfit', 'classic', 'smartband']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['god', 'want', 'belgium', 'stay', 'back', 'fight', 'dad', 'heaven', 'command', 'today', 'brazil', 'x', 'belgium', 'brazil']","positivo"
"['us', 'heart', 'state', 'fire', 'flame', 'front', 'one', 'divin', 'rush', 'hour', 'field', 'proud']","positivo"
"['would', 'see', 'semi', 'final', 'team', 'franc', 'belgium', 'love', 'brazil']","neutro"
"['kkkkkkkkkkkkk', 'finger']","positivo"
"['get', 'readi', 'match']","positivo"
['sorcer'],"neutro"
"['exhibit', 'hate', 'brazil', 'amassa', 'gringo', 'na', 'footbal', 'boot', 'rage', 'give', 'twist', 'entir', 'togeth', 'brazil']","negativo"
['3x1'],"neutro"
"['exhibit', 'hate', 'brazil', 'amassa', 'gringo', 'na', 'footbal', 'boot', 'rage', 'give', 'twist', 'entir', 'togeth', 'brazil']","negativo"
"['bye', 'uruguay', 'today', 'brazil', 'pass', 'catch', 'franc']","positivo"
"['exhibit', 'hate', 'brazil', 'amassa', 'gringo', 'na', 'footbal', 'boot', 'rage', 'give', 'twist', 'entir', 'togeth', 'brazil']","negativo"
['brazil'],"negativo"
"['said', 'brazil', 'hexa']","positivo"
"['may', 'flip', 'flop', 'rent', 'first', 'time', 'yesterday', 'signal', '1', 'sixth', 'champion', 'ctz']","neutro"
"['today', 'brazil', 'russia', 'chanc', 'crowd', 'brazilian', 'prove', 'best', 'world']","positivo"
"['ess', 'tweet', 'give', 'kind', 'ness', 'tweet', 'brazil', 'win', 'game', 'today', 'classifi', 'semi', 'final', 'give', 'cop']","positivo"
"['someon', 'doubt', 'hexa', 'brazil', 'came', 'tue', 'assur']","positivo"
"['jesu', 'goal', 'scorer', 'goal', 'miss']","negativo"
"['fear', 'lose']","negativo"
"['today', 'brazil', 'today', 'day', '6', '6', 'hexa', '06', '07', '2018', '6', '7', '2018', '2031', '2', '0', '3', '1', '6', '6', 'hexa', 'cours', 'hex']","neutro"
"['coxinha', 'russian', 'mysteri', 'rt', 'brazil', 'win', 'today']","positivo"
"['cê', 'notion', 'uruguay', 'remov', 'brazil', 'pass', 'br', 'select', 'contin', 'american', 'disput']","neutro"
